,DraftYr,Rk,Tm,Player,College,Yrs,G,TOTMP,TOTPTS,TOTTRB,TOTAST,FG%,3P%,FT%
405,1997,19,DET,Scot Pollard,Kansas,11,506,8372,2222,2351,220,0.494,0,0.709
406,1997,20,MIN,Paul Grant,Wisconsin,2,16,111,29,18,3,0.448,,0.375
407,1997,21,BRK,Anthony Parker,Bradley,9,494,13752,4478,1574,1129,0.444,0.404,0.794
408,1997,22,ATL,Ed Gray,California,2,60,809,373,73,46,0.339,0.341,0.814
409,1997,23,OKC,Bobby Jackson,Minnesota,12,755,16790,7344,2347,1945,0.417,0.354,0.793
410,1997,24,HOU,Rodrick Rhodes,USC,3,72,1234,380,88,121,0.347,0.2,0.62
411,1997,25,NYK,John Thomas,Minnesota,5,208,2253,560,432,60,0.502,0,0.591
412,1997,26,MIA,Charles Smith,New Mexico,5,142,1973,729,200,124,0.409,0.288,0.606
413,1997,27,UTA,Jacque Vaughn,Kansas,12,776,12658,3463,1028,1919,0.429,0.352,0.779
414,1997,28,CHI,Keith Booth,Maryland,2,45,449,130,97,39,0.325,0.091,0.563
415,1997,29,HOU,Serge Zwikker,UNC,,,,,,,,,
416,1997,30,MIA,Mark Sanford,Washington,,,,,,,,,
417,1997,31,DET,Charles O'Bannon,UCLA,2,48,399,120,67,29,0.4,0,0.87
418,1997,32,DEN,James Cotton,Cal State Long Beach,2,19,92,49,16,0,0.359,0,0.778
419,1997,33,PHI,Marko Milič,,2,44,216,108,30,14,0.56,0.429,0.647
420,1997,34,DAL,Bubba Wells,Austin Peay State University,1,39,395,128,68,34,0.414,0.167,0.721
421,1997,35,PHI,Kebu Stewart,Cal State-Bakersfield,1,15,110,40,31,2,0.462,,0.64
422,1997,36,PHI,James Collins,Florida State,1,23,103,59,14,3,0.382,0.45,0.571
423,1997,37,GSW,Marc Jackson,Temple,7,387,7572,3238,1655,311,0.446,0.226,0.814
424,1997,38,MIL,Jerald Honeycutt,Tulane,2,54,632,275,105,36,0.391,0.362,0.632
425,1997,39,SAC,Anthony Johnson,College of Charleston,13,793,15552,4432,1358,2274,0.414,0.356,0.745
426,1997,40,OKC,Eddie Elisma,Georgia Tech,,,,,,,,,
427,1997,41,DEN,Jason Lawson,Villanova,1,17,80,26,27,5,0.6,,0.8
428,1997,42,PHO,Stephen Jackson,Butler County Community College,14,858,27398,12976,3328,2634,0.414,0.333,0.798
429,1997,43,MIN,Gordon Malone,West Virginia,,,,,,,,,
430,1997,44,CLE,Cedric Henderson,Memphis,5,260,6182,1885,755,419,0.436,0.14,0.715
431,1997,45,WAS,God Shammgod,Providence,1,20,146,61,7,36,0.328,0,0.767
432,1997,46,ORL,Eric Washington,Alabama,2,104,2300,716,216,108,0.402,0.346,0.757
433,1997,47,POR,Alvin Williams,Villanova,9,460,12610,4161,1140,1877,0.421,0.313,0.76
434,1997,48,WAS,Predrag Drobnjak,,4,278,5542,2187,973,225,0.425,0.34,0.799
435,1997,49,ATL,Alain Digbeau,,,,,,,,,,
436,1997,50,ATL,Chris Crawford,Marquette,7,252,3985,1654,547,154,0.437,0.347,0.824
437,1997,51,LAL,DeJuan Wheat,Louisville,2,80,740,265,56,127,0.383,0.39,0.7
438,1997,52,MEM,C.J. Bruton,Indian Hills Community College,,,,,,,,,
439,1997,53,LAL,Paul Rogers,Gonzaga,,,,,,,,,
440,1997,54,OKC,Mark Blount,Pitt,9,605,13981,4941,2784,513,0.504,0.359,0.723
441,1997,55,BOS,Ben Pepper,,,,,,,,,,
442,1997,56,UTA,Nate Erdmann,Oklahoma,,,,,,,,,
443,1997,57,CHI,Roberto Duenas,,,,,,,,,,
329,1996,1,PHI,Allen Iverson,Georgetown,14,914,37584,24368,3394,5624,0.425,0.313,0.78
330,1996,2,TOR,Marcus Camby,UMass,17,973,28684,9262,9513,1837,0.466,0.205,0.67
331,1996,3,MEM,Shareef Abdur-Rahim,California,12,830,28882,15028,6239,2109,0.472,0.297,0.81
332,1996,4,MIL,Stephon Marbury,Georgia Tech,13,846,31891,16297,2516,6471,0.433,0.325,0.784
333,1996,5,MIN,Ray Allen,UConn,18,1300,46344,24505,5272,4361,0.452,0.4,0.894
334,1996,6,BOS,Antoine Walker,Kentucky,12,893,31531,15647,6891,3170,0.414,0.325,0.633
335,1996,7,LAC,Lorenzen Wright,Memphis,13,778,18535,6191,4943,622,0.459,0.069,0.645
336,1996,8,BRK,Kerry Kittles,Villanova,8,507,16929,7165,1983,1295,0.439,0.378,0.78
337,1996,9,DAL,Samaki Walker,Louisville,10,445,7612,2376,2089,252,0.462,0.111,0.63
338,1996,10,IND,Erick Dampier,Mississippi State,16,987,24003,7309,7005,817,0.498,0.125,0.626
339,1996,11,GSW,Todd Fuller,NC State,5,225,2500,835,674,46,0.422,0,0.668
340,1996,12,CLE,Vitaly Potapenko,Wright State University,11,610,11608,3995,2725,418,0.479,0.167,0.694
341,1996,13,CHA,Kobe Bryant,,20,1346,48637,33643,7047,6306,0.447,0.329,0.837
342,1996,14,SAC,Peja Stojaković,,13,804,26966,13647,3782,1408,0.45,0.401,0.895
343,1996,15,PHO,Steve Nash,Santa Clara,18,1217,38069,17387,3642,10335,0.49,0.428,0.904
344,1996,16,CHA,Tony Delk,Kentucky,10,545,11702,4957,1351,1024,0.408,0.343,0.769
345,1996,17,POR,Jermaine O'Neal,,18,1011,27364,13309,7261,1369,0.467,0.147,0.715
346,1996,18,NYK,John Wallace,Syracuse,7,381,6143,2901,1061,281,0.462,0.3,0.74
347,1996,19,NYK,Walter McCarty,Kentucky,10,593,10374,3056,1554,670,0.392,0.346,0.698
348,1996,20,CLE,Zydrunas Ilgauskas,,13,843,22965,10976,6191,955,0.476,0.31,0.78
349,1996,21,NYK,Dontae' Jones,Mississippi State,1,15,91,44,9,5,0.333,0.261,
350,1996,22,MEM,Roy Rogers,Alabama,3,137,2309,652,483,57,0.483,0.5,0.532
351,1996,23,DEN,Efthimios Rentzias,,1,35,144,52,26,7,0.339,0.5,0.889
352,1996,24,LAL,Derek Fisher,Little Rock,18,1287,32719,10713,2658,3804,0.399,0.374,0.817
353,1996,25,UTA,Martin Müürsepp,,2,83,951,389,181,50,0.425,0.323,0.693
354,1996,26,DET,Jerome Williams,Georgetown,9,587,12755,3865,3743,474,0.502,0.038,0.645
355,1996,27,ORL,Brian Evans,Indiana,3,102,1097,375,164,77,0.381,0.343,0.82
356,1996,28,ATL,Priest Lauderdale,Central State University,2,74,525,255,143,33,0.472,0,0.554
357,1996,29,CHI,Travis Knight,UConn,7,371,4566,1276,1160,224,0.438,0.259,0.696
358,1996,30,HOU,Othella Harrington,Georgetown,12,709,13924,5212,3130,443,0.505,0,0.738
359,1996,31,PHI,Mark Hendrickson,Washington State,4,114,1508,381,316,63,0.416,0.167,0.803
360,1996,32,PHI,Ryan Minor,Oklahoma,,,,,,,,,
361,1996,33,MIL,Moochie Norris,University of West Florida,9,445,7640,2272,868,1233,0.401,0.286,0.74
362,1996,34,DAL,Shawn Harvey,West Virginia State University,,,,,,,,,
363,1996,35,OKC,Joseph Blair,Arizona,,,,,,,,,
364,1996,36,LAC,Doron Sheffer,UConn,,,,,,,,,
365,1996,37,DEN,Jeff McInnis,UNC,11,576,15927,5396,1170,2514,0.431,0.328,0.796
366,1996,38,BOS,Steve Hamer,Tennessee,1,35,268,76,60,7,0.526,0,0.552
367,1996,39,PHO,Russ Millard,Iowa,,,,,,,,,
368,1996,40,GSW,Marcus Mann,Mississippi Valley State University,,,,,,,,,
369,1996,41,SAC,Jason Sasser,Texas Tech,2,14,108,30,15,4,0.412,0.333,0.5
370,1996,42,HOU,Randy Livingston,LSU,11,203,2684,773,282,415,0.406,0.351,0.771
371,1996,43,PHO,Ben Davis,Arizona,4,40,154,54,53,5,0.356,,0.462
372,1996,44,CHA,Malik Rose,Drexel,13,813,13404,5003,3371,684,0.437,0.177,0.743
373,1996,45,OKC,Joe Vogel,Colorado State,,,,,,,,,
374,1996,46,POR,Marcus Brown,Murray State,2,27,229,92,22,23,0.381,0.333,0.714
375,1996,47,OKC,Ron Riley,Arizona State,,,,,,,,,
376,1996,48,PHI,Jamie Feick,Michigan State,5,201,4316,911,1437,139,0.424,0.4,0.629
377,1996,49,ORL,Amal McCaskill,Marquette,4,114,968,204,213,36,0.377,0,0.609
378,1996,50,HOU,Terrell Bell,Georgia,,,,,,,,,
379,1996,51,MEM,Chris Robinson,Western Kentucky,2,76,1095,350,117,104,0.376,0.374,0.571
380,1996,52,IND,Mark Pope,Kentucky,6,153,1634,285,261,63,0.401,0.179,0.573
381,1996,53,MIL,Jeff Nordgaard,Green Bay,1,13,48,18,14,3,0.278,,0.889
382,1996,54,UTA,Shandon Anderson,Georgia,10,719,15946,5327,2252,1007,0.457,0.316,0.739
383,1996,55,WAS,Ronnie Henderson,LSU,,,,,,,,,
384,1996,56,CLE,Reggie Geary,Arizona,2,101,931,209,82,110,0.344,0.328,0.493
385,1996,57,OKC,Drew Barry,Georgia Tech,3,60,598,134,67,111,0.417,0.381,0.774
386,1996,58,DAL,Darnell Robinson,Arkansas,,,,,,,,,
271,1995,1,GSW,Joe Smith,Maryland,16,1030,27022,11208,6575,1010,0.455,0.238,0.79
272,1995,2,LAC,Antonio McDyess,Alabama,15,1015,28053,12227,7638,1300,0.497,0.117,0.67
273,1995,3,PHI,Jerry Stackhouse,UNC,18,970,30222,16409,3067,3240,0.409,0.309,0.822
274,1995,4,WAS,Rasheed Wallace,UNC,16,1109,36243,16006,7404,1994,0.467,0.336,0.721
275,1995,5,MIN,Kevin Garnett,,21,1462,50418,26071,14662,5445,0.497,0.275,0.789
276,1995,6,MEM,Bryant Reeves,Oklahoma State,6,395,12071,4945,2745,623,0.475,0.074,0.703
277,1995,7,TOR,Damon Stoudamire,Arizona,13,878,29106,11763,3039,5371,0.406,0.357,0.833
278,1995,8,POR,Shawn Respert,Michigan State,4,172,2350,851,226,177,0.414,0.34,0.816
279,1995,9,BRK,Ed O'Bannon,UCLA,2,128,2062,634,316,102,0.367,0.222,0.755
280,1995,10,MIA,Kurt Thomas,TCU,18,1110,27160,8973,7328,1204,0.486,0.281,0.76
281,1995,11,MIL,Gary Trent,Ohio University,9,506,9866,4366,2276,504,0.501,0.08,0.643
282,1995,12,DAL,Cherokee Parks,Duke,9,472,7459,2056,1703,265,0.47,0.211,0.63
283,1995,13,SAC,Corliss Williamson,Arkansas,12,822,18749,9147,3183,972,0.49,0.136,0.714
284,1995,14,BOS,Eric Williams,Providence,12,658,15731,5642,2139,936,0.415,0.318,0.736
285,1995,15,DEN,Brent Barry,Oregon State,14,912,23643,8488,2780,2892,0.46,0.405,0.823
286,1995,16,ATL,Alan Henderson,Indiana,12,652,13780,5094,3249,397,0.469,0.192,0.639
287,1995,17,CLE,Bob Sura,Florida State,10,657,15597,5654,2240,2474,0.414,0.325,0.689
288,1995,18,DET,Theo Ratliff,Wyoming,16,810,20500,5809,4596,465,0.496,0,0.71
289,1995,19,DET,Randolph Childress,Wake Forest,2,51,405,124,25,49,0.328,0.273,0.8
290,1995,20,CHI,Jason Caffey,Alabama,8,462,9045,3368,2022,420,0.481,0,0.637
291,1995,21,PHO,Michael Finley,Wisconsin,15,1103,37996,17306,4804,3245,0.444,0.375,0.811
292,1995,22,CHA,George Zídek,UCLA,3,135,1328,453,286,32,0.408,0.25,0.783
293,1995,23,IND,Travis Best,Georgia Tech,10,708,15150,5376,1249,2444,0.431,0.345,0.835
294,1995,24,DAL,Loren Meyer,Iowa State,3,140,2044,645,480,77,0.432,0.348,0.696
295,1995,25,ORL,David Vaughn,Memphis,4,118,1156,341,361,36,0.423,0,0.638
296,1995,26,OKC,Sherell Ford,University of Illinois at Chicago,1,28,139,90,24,5,0.375,0.16,0.765
297,1995,27,PHO,Mario Bennett,Arizona State,4,68,606,269,182,24,0.534,0.333,0.511
298,1995,28,UTA,Greg Ostertag,Kansas,11,756,14753,3512,4145,443,0.486,0.1,0.569
299,1995,29,SAS,Cory Alexander,Virginia,7,307,4847,1677,481,834,0.389,0.354,0.756
300,1995,30,DET,Lou Roe,UMass,2,66,479,130,92,21,0.333,0.25,0.647
301,1995,31,CHI,Dragan Tarlać,,1,43,598,103,122,31,0.394,,0.758
302,1995,32,WAS,Terrence Rencher,Texas,1,36,405,106,44,54,0.33,0.31,0.674
303,1995,33,BOS,Junior Burrough,Virginia,1,61,495,189,109,15,0.376,,0.656
304,1995,34,GSW,Andrew DeClercq,Florida,10,587,9847,2815,2488,339,0.507,0,0.621
305,1995,35,TOR,Jimmy King,Michigan,2,64,890,285,112,90,0.429,0.147,0.691
306,1995,36,MEM,Lawrence Moten,Syracuse,3,119,1814,747,181,182,0.408,0.299,0.652
307,1995,37,LAL,Frankie King,Western Carolina University,2,13,79,27,16,7,0.357,0.333,0.75
308,1995,38,MIL,Rashard Griffith,Wisconsin,,,,,,,,,
309,1995,39,CLE,Donny Marshall,UConn,5,119,919,293,121,36,0.321,0.336,0.681
310,1995,40,GSW,Dwayne Whitfield,Jackson State University,1,8,122,40,25,2,0.433,,0.636
311,1995,41,HOU,Erik Meek,Duke,,,,,,,,,
312,1995,42,ATL,Donnie Boyce,Colorado,2,30,195,79,25,16,0.349,0.25,0.5
313,1995,43,MIL,Eric Snow,Michigan State,13,846,23132,5791,2141,4245,0.424,0.208,0.763
314,1995,44,DEN,Anthony Pelle,Fresno State,,,,,,,,,
315,1995,45,ATL,Troy Brown,Providence,,,,,,,,,
316,1995,46,MIA,George Banks,Texas-El Paso,,,,,,,,,
317,1995,47,SAC,Tyus Edney,UCLA,4,226,4743,1728,393,910,0.405,0.322,0.806
318,1995,48,MIN,Mark Davis,Texas Tech,5,230,3681,1261,697,294,0.442,0.246,0.655
319,1995,49,MIN,Jerome Allen,Penn,2,117,1305,336,123,201,0.35,0.317,0.63
320,1995,50,GSW,Martin Lewis,Seward County Community College,2,25,239,89,35,7,0.473,0.3,0.593
321,1995,51,SAC,Dejan Bodiroga,,,,,,,,,,
322,1995,52,IND,Fred Hoiberg,Iowa State,10,541,9978,2944,1438,846,0.431,0.396,0.854
323,1995,53,LAC,Constantin Popa,Miami (FL),,,,,,,,,
324,1995,54,OKC,Eurelijus Žukauskas,,,,,,,,,,
325,1995,55,GSW,Michael McDonald,New Orleans,1,1,4,0,1,0,,,
326,1995,56,PHO,Chris Carr,Southern Illinois,6,297,4505,1988,658,294,0.416,0.338,0.807
327,1995,57,ATL,Cuonzo Martin,Purdue,2,7,32,9,3,3,0.25,0.6,0
328,1995,58,DET,Don Reid,Georgetown,8,403,5374,1454,1169,143,0.53,0,0.658
217,1994,1,MIL,Glenn Robinson,Purdue,11,688,25346,14234,4189,1879,0.459,0.34,0.82
218,1994,2,DAL,Jason Kidd,California,19,1391,50111,17529,8725,12091,0.4,0.349,0.785
219,1994,3,DET,Grant Hill,Duke,18,1026,34776,17137,6169,4252,0.483,0.314,0.769
220,1994,4,MIN,Donyell Marshall,UConn,15,957,25027,10716,6376,1305,0.435,0.35,0.731
221,1994,5,WAS,Juwan Howard,Michigan,19,1208,36654,16159,7428,2663,0.469,0.12,0.764
222,1994,6,PHI,Sharone Wright,Clemson,4,203,4531,1974,1023,118,0.456,0.083,0.618
223,1994,7,LAC,Lamond Murray,California,11,736,18477,8286,3033,978,0.43,0.36,0.759
224,1994,8,SAC,Brian Grant,Xavier,12,756,21417,7933,5622,923,0.49,0.214,0.746
225,1994,9,BOS,Eric Montross,UNC,8,465,8479,2071,2159,207,0.49,0,0.478
226,1994,10,LAL,Eddie Jones,Temple,14,954,32778,14155,3857,2812,0.437,0.373,0.809
227,1994,11,OKC,Carlos Rogers,Tennessee State,8,298,5654,2196,1272,182,0.536,0.258,0.562
228,1994,12,MIA,Khalid Reeves,Arizona,6,277,5837,2167,580,886,0.416,0.363,0.744
229,1994,13,DEN,Jalen Rose,Michigan,13,923,27925,13220,3193,3527,0.443,0.355,0.801
230,1994,14,BRK,Yinka Dare,George Washington,4,110,1002,233,281,4,0.396,,0.57
231,1994,15,IND,Eric Piatkowski,Nebraska,14,789,14613,5919,1716,778,0.434,0.399,0.839
232,1994,16,GSW,Clifford Rozier,Louisville,4,173,2984,827,897,98,0.496,0.182,0.465
233,1994,17,POR,Aaron McKie,Temple,13,793,19156,5871,2587,2126,0.438,0.35,0.779
234,1994,18,MIL,Eric Mobley,Pitt,3,113,1570,440,351,57,0.541,0.75,0.475
235,1994,19,DAL,Tony Dumas,Missouri-Kansas City,4,156,2222,1140,198,186,0.404,0.327,0.608
236,1994,20,PHI,B.J. Tyler,Texas,1,55,809,195,62,174,0.381,0.314,0.7
237,1994,21,CHI,Dickey Simpkins,Providence,7,327,5201,1388,1187,305,0.44,0.222,0.618
238,1994,22,SAS,Bill Curley,Boston College,5,147,1614,394,290,60,0.444,0.222,0.743
239,1994,23,PHO,Wesley Person,Auburn,11,733,20727,8192,2402,1234,0.457,0.418,0.778
240,1994,24,NYK,Monty Williams,Notre Dame,9,456,7624,2884,1296,544,0.481,0.111,0.665
241,1994,25,LAC,Greg Minor,Louisville,5,277,5144,1902,741,384,0.478,0.226,0.767
242,1994,26,NYK,Charlie Ward,Florida State,11,630,14080,3947,1648,2539,0.408,0.364,0.771
243,1994,27,ORL,Brooks Thompson,Oklahoma State,4,168,1714,760,158,281,0.409,0.376,0.647
244,1994,28,DAL,Deon Thomas,Illinois,,,,,,,,,
245,1994,29,PHO,Antonio Lang,Duke,6,143,1395,329,210,50,0.455,0,0.719
246,1994,30,MIN,Howard Eisley,Boston College,12,786,16013,5116,1324,2748,0.407,0.35,0.827
247,1994,31,ORL,Rodney Dent,Kentucky,,,,,,,,,
248,1994,32,WAS,Jim McIlvaine,Marquette,7,401,5927,1072,1243,105,0.446,0.1,0.551
249,1994,33,PHI,Derrick Alston,Duquesne,3,139,2657,751,525,94,0.489,0.143,0.487
250,1994,34,ATL,Gaylon Nickerson,Northwestern Oklahoma State University,1,4,42,15,5,1,0.333,0,1
251,1994,35,SAC,Michael Smith,Providence,7,449,10552,2527,3193,661,0.538,0.143,0.529
252,1994,36,BOS,Andrei Fetisov,,,,,,,,,,
253,1994,37,OKC,Dontonio Wingfield,Cincinnati,4,114,1146,423,275,76,0.389,0.309,0.721
254,1994,38,CHA,Darrin Hancock,Kansas,3,133,1395,467,169,89,0.53,0.333,0.579
255,1994,39,GSW,Anthony Miller,Michigan State,8,181,1637,510,488,66,0.51,0.25,0.576
256,1994,40,MIA,Jeff Webster,Oklahoma,1,11,58,18,7,3,0.348,0.333,
257,1994,41,IND,William Njoku,,,,,,,,,,
258,1994,42,CLE,Gary Collier,Tulsa,,,,,,,,,
259,1994,43,POR,Shawnelle Scott,St. John's,4,105,634,189,228,20,0.464,,0.465
260,1994,44,IND,Damon Bailey,Indiana,,,,,,,,,
261,1994,45,GSW,Dwayne Morton,Louisville,1,41,395,167,58,18,0.388,0.36,0.682
262,1994,46,MIL,Voshon Lenard,Minnesota,11,565,15349,6745,1609,1180,0.415,0.384,0.787
263,1994,47,UTA,Jamie Watson,South Carolina,4,102,1248,323,149,117,0.468,0.316,0.694
264,1994,48,DET,Jevon Crudup,Missouri,,,,,,,,,
265,1994,49,CHI,Kris Bruton,Benedict College,,,,,,,,,
266,1994,50,PHO,Charles Claxton,Georgia,1,3,7,2,2,0,0.5,,0
267,1994,51,SAC,Lawrence Funderburke,Ohio State,7,318,4726,2031,1142,183,0.506,0.118,0.675
268,1994,52,PHO,Anthony Goldwire,Houston,8,266,4951,1667,359,737,0.407,0.386,0.792
269,1994,53,HOU,Albert Burditt,Texas,,,,,,,,,
270,1994,54,OKC,Željko Rebrača,,5,215,3280,1276,688,88,0.527,,0.792
163,1993,1,ORL,Chris Webber,Michigan,15,831,30847,17182,8124,3526,0.479,0.299,0.649
164,1993,2,PHI,Shawn Bradley,BYU,12,832,19531,6752,5268,573,0.457,0.103,0.716
165,1993,3,GSW,Anfernee Hardaway,Memphis,14,704,23711,10684,3146,3525,0.458,0.316,0.774
166,1993,4,DAL,Jamal Mashburn,Kentucky,11,611,22762,11644,3271,2414,0.418,0.345,0.766
167,1993,5,MIN,Isaiah Rider,UNLV,9,563,17851,9405,2166,1535,0.443,0.352,0.812
168,1993,6,WAS,Calbert Cheaney,Indiana,13,825,22007,7826,2610,1398,0.466,0.298,0.691
169,1993,7,SAC,Bobby Hurley,Duke,5,269,4170,1032,283,880,0.353,0.272,0.769
170,1993,8,MIL,Vin Baker,University of Hartford,13,791,25737,11839,5867,1509,0.485,0.215,0.638
171,1993,9,DEN,Rodney Rogers,Wake Forest,12,866,21873,9468,3881,1722,0.451,0.347,0.69
172,1993,10,DET,Lindsey Hunter,Jackson State University,17,937,23253,7956,2021,2506,0.388,0.36,0.746
173,1993,11,DET,Allan Houston,Tennessee,12,839,28311,14551,2434,1990,0.444,0.402,0.863
174,1993,12,LAL,George Lynch,UNC,12,774,17683,5109,3902,1121,0.446,0.306,0.652
175,1993,13,LAC,Terry Dehere,Seton Hall,6,402,7305,3235,588,1034,0.411,0.378,0.779
176,1993,14,IND,Scott Haskin,Oregon State,1,27,186,55,55,6,0.467,,0.684
177,1993,15,ATL,Doug Edwards,Florida State,3,85,838,203,153,60,0.378,0,0.709
178,1993,16,BRK,Rex Walters,Kansas,7,335,4602,1547,403,569,0.441,0.361,0.809
179,1993,17,CHA,Greg Graham,Indiana,5,207,2530,938,219,201,0.407,0.29,0.775
180,1993,18,UTA,Luther Wright,Seton Hall,1,15,92,19,10,0,0.348,0,0.75
181,1993,19,BOS,Acie Earl,Iowa,4,193,2512,980,517,61,0.403,0,0.667
182,1993,20,CHA,Scott Burrell,UConn,8,383,7592,2647,1332,527,0.418,0.373,0.723
183,1993,21,POR,James Robinson,Alabama,7,381,6935,2882,660,715,0.394,0.348,0.666
184,1993,22,CLE,Chris Mills,Arizona,10,568,17282,6357,2808,1063,0.432,0.351,0.817
185,1993,23,OKC,Ervin Johnson,New Orleans,13,845,16989,3473,5148,387,0.505,0.2,0.605
186,1993,24,HOU,Sam Cassell,Florida State,15,993,29812,15635,3221,5939,0.454,0.331,0.861
187,1993,25,CHI,Corie Blount,Cincinnati,11,644,9925,2287,2690,460,0.471,0.115,0.587
188,1993,26,ORL,Geert Hammink,LSU,3,8,27,14,7,2,0.4,,0.667
189,1993,27,PHO,Malcolm Mackey,Georgia Tech,1,22,69,32,24,1,0.378,0,0.5
190,1993,28,DAL,Lucious Harris,Cal State Long Beach,12,800,15701,5784,1864,1130,0.426,0.348,0.79
191,1993,29,MIN,Sherron Mills,VCU,,,,,,,,,
192,1993,30,WAS,Gheorghe Mureșan,,6,307,6729,3020,1957,150,0.573,0,0.644
193,1993,31,SAC,Evers Burns,Maryland,1,23,143,56,30,9,0.4,,0.522
194,1993,32,PHI,Alphonso Ford,Mississippi Valley State University,2,11,114,35,20,10,0.308,0.1,0.5
195,1993,33,DAL,Eric Riley,Michigan,5,186,1844,574,479,60,0.456,0,0.704
196,1993,34,GSW,Darnell Mee,Western Kentucky,2,40,293,76,36,18,0.312,0.222,0.444
197,1993,35,MIA,Ed Stokes,Arizona,1,4,17,3,4,1,0.333,,0.5
198,1993,36,BRK,John Best,Tennessee Technological University,,,,,,,,,
199,1993,37,LAL,Nick Van Exel,Cincinnati,13,880,28969,12658,2545,5777,0.405,0.357,0.794
200,1993,38,WAS,Conrad McRae,Syracuse,,,,,,,,,
201,1993,39,IND,Thomas Hill,Duke,,,,,,,,,
202,1993,40,ATL,Rich Manning,Washington,2,55,512,182,94,10,0.415,0.4,0.643
203,1993,41,CHI,Anthony Reed,Tulane,,,,,,,,,
204,1993,42,OKC,Adonis Jordan,Kansas,2,10,97,21,6,22,0.296,0.25,0.5
205,1993,43,DEN,Josh Grant,Utah,1,53,382,157,89,24,0.404,0.279,0.759
206,1993,44,SAC,Alex Holcombe,Baylor,,,,,,,,,
207,1993,45,UTA,Bryon Russell,Cal State Long Beach,13,841,19805,6663,2914,1085,0.431,0.369,0.75
208,1993,46,HOU,Richard Petruška,UCLA,1,22,92,53,31,1,0.435,0.467,0.75
209,1993,47,SAS,Chris Whitney,Clemson,11,579,10052,3738,815,1613,0.395,0.361,0.875
210,1993,48,POR,Kevin Thompson,NC State,1,14,58,13,13,3,0.429,0,0.5
211,1993,49,PHO,Mark Buford,Mississippi Valley State University,,,,,,,,,
212,1993,50,HOU,Marcelo Nicola,,,,,,,,,,
213,1993,51,IND,Spencer Dunkley,University of Delaware,,,,,,,,,
214,1993,52,SAC,Mike Peplowski,Michigan State,3,68,705,194,176,26,0.556,0,0.531
215,1993,53,LAC,Leonard White,Southern University and A&M College,,,,,,,,,
216,1993,54,PHO,Byron Wilson,Utah,,,,,,,,,
109,1992,1,ORL,Shaquille O'Neal,LSU,19,1207,41918,28596,13099,3026,0.582,0.045,0.527
110,1992,2,CHA,Alonzo Mourning,Georgetown,15,838,25975,14311,7137,946,0.527,0.247,0.692
111,1992,3,MIN,Christian Laettner,Duke,13,868,25760,11121,5806,2224,0.48,0.261,0.82
112,1992,4,DAL,Jim Jackson,Ohio State,14,885,29067,12690,4152,2851,0.428,0.365,0.825
113,1992,5,DEN,LaPhonso Ellis,Notre Dame,11,624,17616,7410,4032,981,0.452,0.302,0.73
114,1992,6,WAS,Tom Gugliotta,NC State,13,763,23556,9895,5589,2140,0.451,0.284,0.757
115,1992,7,SAC,Walt Williams,Maryland,11,708,18818,8385,2794,1637,0.425,0.379,0.743
116,1992,8,MIL,Todd Day,Arkansas,8,483,12214,5917,1649,713,0.406,0.345,0.739
117,1992,9,PHI,Clarence Weatherspoon,Southern Miss,13,915,27736,10483,6846,1346,0.471,0.196,0.743
118,1992,10,ATL,Adam Keefe,Stanford,9,617,10334,3107,2556,427,0.502,0.071,0.714
119,1992,11,HOU,Robert Horry,Alabama,16,1107,27069,7715,5269,2343,0.425,0.341,0.726
120,1992,12,MIA,Harold Miner,USC,4,200,3748,1801,432,245,0.46,0.311,0.785
121,1992,13,DEN,Bryant Stith,Virginia,10,586,16417,5946,1983,1178,0.424,0.329,0.841
122,1992,14,IND,Malik Sealy,St. John's,8,493,11720,4955,1585,816,0.426,0.292,0.809
123,1992,15,LAL,Anthony Peeler,Missouri,13,827,20464,8017,2136,1956,0.427,0.384,0.799
124,1992,16,LAC,Randy Woods,La Salle,4,151,1093,356,93,257,0.34,0.305,0.683
125,1992,17,OKC,Doug Christie,Pepperdine,15,827,26079,9301,3382,2992,0.426,0.354,0.821
126,1992,18,SAS,Tracy Murray,UCLA,12,659,12103,5943,1649,508,0.43,0.388,0.829
127,1992,19,DET,Don MacLean,UCLA,9,319,6679,3490,1210,404,0.455,0.284,0.765
128,1992,20,NYK,Hubert Davis,UNC,12,685,15143,5583,1045,1172,0.458,0.441,0.837
129,1992,21,BOS,Jon Barry,Georgia Tech,14,821,13880,4715,1513,1784,0.434,0.392,0.848
130,1992,22,PHO,Oliver Miller,Arkansas,9,493,11338,3625,2893,1061,0.534,0.116,0.639
131,1992,23,MIL,Lee Mayberry,Arkansas,7,496,10337,2546,642,1767,0.415,0.377,0.659
132,1992,24,GSW,Latrell Sprewell,Alabama,13,913,35270,16712,3724,3664,0.425,0.337,0.804
133,1992,25,LAC,Elmore Spencer,UNLV,5,157,2641,923,555,109,0.516,0,0.58
134,1992,26,POR,Dave Johnson,Syracuse,2,59,475,204,64,17,0.365,0.2,0.663
135,1992,27,CHI,Byron Houston,Oklahoma State,4,214,2674,835,648,114,0.456,0.256,0.676
136,1992,28,MIN,Marlon Maxey,Texas-El Paso,2,98,1146,479,363,22,0.542,0,0.685
137,1992,29,BRK,P.J. Brown,Louisiana Tech,15,1089,33823,9870,8409,1661,0.46,0.136,0.794
138,1992,30,DAL,Sean Rooks,Arizona,12,749,13560,4676,2877,631,0.459,0.091,0.699
