,DraftYr,Rk,Tm,Player,College,Yrs,G,TOTMP,TOTPTS,TOTTRB,TOTAST,FG%,3P%,FT%
1293,2012,25,MEM,Tony Wroten,Washington,4,145,3076,1604,363,437,0.413,0.231,0.647
1294,2012,26,IND,Miles Plumlee,Duke,7,346,5658,1697,1562,178,0.542,,0.543
1295,2012,27,MIA,Arnett Moultrie,Mississippi State,2,59,729,210,180,12,0.547,,0.667
1296,2012,28,OKC,Perry Jones,Baylor,3,143,1675,488,252,54,0.42,0.293,0.66
1297,2012,29,CHI,Marquis Teague,Kentucky,3,91,909,217,90,134,0.343,0.222,0.661
1298,2012,30,GSW,Festus Ezeli,Vanderbilt,3,170,2394,712,725,63,0.513,,0.557
1299,2012,31,CHA,Jeff Taylor,Vanderbilt,3,132,2566,807,263,107,0.409,0.319,0.665
1300,2012,32,WAS,Tomáš Satoranský,,6,365,8192,2566,1055,1478,0.467,0.356,0.819
1301,2012,33,CLE,Bernard James,Florida State,3,92,761,203,212,13,0.497,0,0.68
1302,2012,34,CLE,Jae Crowder,Marquette,10,716,18030,6849,3042,1131,0.418,0.345,0.778
1303,2012,35,GSW,Draymond Green,Michigan State,10,673,19201,5882,4672,3663,0.44,0.315,0.71
1304,2012,36,SAC,Orlando Johnson,UC Santa Barbara,3,103,1112,329,180,69,0.358,0.311,0.727
1305,2012,37,TOR,Quincy Acy,Baylor,7,337,5392,1642,1179,217,0.444,0.35,0.759
1306,2012,38,DEN,Quincy Miller,Baylor,3,69,934,295,169,37,0.35,0.292,0.706
1307,2012,39,DET,Khris Middleton,Texas A&M,10,633,20092,10743,3074,2356,0.459,0.391,0.88
1308,2012,40,POR,Will Barton,Memphis,10,603,15495,6976,2568,1629,0.434,0.354,0.785
1309,2012,41,POR,Tyshawn Taylor,Kansas,2,61,491,174,33,57,0.354,0.36,0.684
1310,2012,42,MIL,Doron Lamb,Kentucky,2,100,1272,345,95,75,0.381,0.394,0.7
1311,2012,43,ATL,Mike Scott,Virginia,9,555,9182,3736,1727,499,0.453,0.362,0.757
1312,2012,44,DET,Kim English,Missouri,1,41,407,119,37,26,0.375,0.28,0.724
1313,2012,45,PHI,Justin Hamilton,LSU,3,113,1961,687,403,91,0.464,0.309,0.798
1314,2012,46,NOP,Darius Miller,Kentucky,6,271,5358,1597,447,367,0.419,0.383,0.84
1315,2012,47,UTA,Kevin Murphy,Tennessee Technological University,1,17,52,15,4,2,0.25,0.2,
1316,2012,48,NYK,Kostas Papanikolaou,,2,69,1089,249,158,101,0.354,0.297,0.688
1317,2012,49,ORL,Kyle O'Quinn,Norfolk State,8,472,6714,2568,2166,643,0.517,0.218,0.74
1318,2012,50,DEN,İzzet Türkyılmaz,,,,,,,,,,
1319,2012,51,BOS,Kris Joseph,Syracuse,1,10,54,9,7,1,0.143,0,0.625
1320,2012,52,GSW,Ognjen Kuzmić,,2,37,164,35,38,8,0.52,,0.6
1321,2012,53,LAC,Furkan Aldemir,,1,41,540,93,176,28,0.513,0,0.481
1322,2012,54,PHI,Tornike Shengelia,,2,45,247,59,39,17,0.451,0.125,0.5
1323,2012,55,DAL,Darius Johnson-Odom,Marquette,2,7,21,0,6,2,0,0,0
1324,2012,56,TOR,Tomislav Zubčić,,,,,,,,,,
1325,2012,57,BRK,İlkan Karaman,,,,,,,,,,
1326,2012,58,MIN,Robbie Hummel,Purdue,2,98,1397,379,266,50,0.418,0.343,0.867
1327,2012,59,SAS,Marcus Denmon,Missouri,,,,,,,,,
1328,2012,60,LAL,Robert Sacre,Gonzaga,4,189,2745,787,593,126,0.436,0,0.671
1209,2011,1,CLE,Kyrie Irving,Duke,11,596,20220,13631,2279,3411,0.469,0.391,0.882
1210,2011,2,MIN,Derrick Williams,Arizona,7,428,8864,3809,1693,293,0.434,0.3,0.71
1211,2011,3,UTA,Enes Freedom,,11,748,16101,8349,5822,638,0.548,0.289,0.777
1212,2011,4,CLE,Tristan Thompson,Texas,11,707,19180,6462,6011,711,0.518,0.278,0.606
1213,2011,5,TOR,Jonas Valančiūnas,,10,674,17559,8958,6338,771,0.563,0.366,0.784
1214,2011,6,WAS,Jan Veselý,,3,162,2455,590,562,96,0.521,0,0.408
1215,2011,7,SAC,Bismack Biyombo,,11,719,14521,3749,4423,433,0.53,0,0.565
1216,2011,8,DET,Brandon Knight,Kentucky,9,449,13191,6299,1384,1777,0.411,0.353,0.807
1217,2011,9,CHA,Kemba Walker,UConn,11,741,24666,14414,2815,3919,0.418,0.36,0.84
1218,2011,10,MIL,Jimmer Fredette,BYU,6,241,3213,1438,243,331,0.409,0.372,0.879
1219,2011,11,GSW,Klay Thompson,Washington State,9,631,20744,12268,2190,1465,0.458,0.418,0.849
1220,2011,12,UTA,Alec Burks,Colorado,11,602,13605,6339,2068,1179,0.418,0.375,0.799
1221,2011,13,PHO,Markieff Morris,Kansas,11,708,17613,7770,3697,1144,0.446,0.341,0.777
1222,2011,14,HOU,Marcus Morris,Kansas,11,700,18965,8674,3232,1050,0.436,0.379,0.768
1223,2011,15,IND,Kawhi Leonard,San Diego State,10,576,18025,11085,3689,1672,0.493,0.384,0.858
1224,2011,16,PHI,Nikola Vučević,USC,11,720,22214,12210,7536,1990,0.494,0.351,0.756
1225,2011,17,NYK,Iman Shumpert,Georgia Tech,10,461,11470,3320,1534,845,0.391,0.337,0.764
1226,2011,18,WAS,Chris Singleton,Florida State,3,148,2605,612,472,92,0.376,0.319,0.633
1227,2011,19,CHA,Tobias Harris,Tennessee,11,729,22807,11970,4523,1655,0.476,0.366,0.829
1228,2011,20,MIN,Donatas Motiejūnas,,6,251,4566,1832,952,269,0.469,0.3,0.597
1229,2011,21,POR,Nolan Smith,Duke,2,84,829,277,83,97,0.371,0.26,0.714
1230,2011,22,DEN,Kenneth Faried,Morehead State University,8,478,11728,5430,3884,470,0.546,0.222,0.654
1231,2011,23,HOU,Nikola Mirotić,,5,319,7718,3910,1894,407,0.423,0.359,0.808
1232,2011,24,OKC,Reggie Jackson,Boston College,11,685,17423,8864,2047,2920,0.425,0.345,0.854
1233,2011,25,BOS,MarShon Brooks,Providence,5,200,3456,1592,424,282,0.447,0.345,0.751
1234,2011,26,DAL,Jordan Hamilton,Texas,5,151,2100,890,429,127,0.408,0.357,0.67
1235,2011,27,BRK,JaJuan Johnson,Purdue,1,36,298,114,58,6,0.446,,0.667
1236,2011,28,CHI,Norris Cole,Cleveland State University,6,360,8018,2506,702,981,0.407,0.324,0.743
1237,2011,29,SAS,Cory Joseph,Texas,11,710,15708,5020,1828,2133,0.444,0.343,0.781
1238,2011,30,CHI,Jimmy Butler,Marquette,11,673,22306,11873,3579,2764,0.459,0.321,0.842
1239,2011,31,MIA,Bojan Bogdanović,,8,590,17122,8793,2133,921,0.457,0.392,0.863
1240,2011,32,CLE,Justin Harper,Richmond,3,22,150,45,18,4,0.34,0.276,0.333
1241,2011,33,DET,Kyle Singler,Duke,6,356,7794,2326,1026,272,0.418,0.362,0.786
1242,2011,34,WAS,Shelvin Mack,Butler,8,456,8392,2997,894,1421,0.423,0.33,0.731
1243,2011,35,SAC,Tyler Honeycutt,UCLA,2,24,120,28,24,9,0.314,0.2,0.714
1244,2011,36,BRK,Jordan Williams,Maryland,1,43,635,197,156,11,0.507,,0.652
1245,2011,37,LAC,Trey Thompkins,Georgia,1,24,119,57,24,3,0.393,0.308,0.714
1246,2011,38,HOU,Chandler Parsons,Florida,9,440,13246,5571,1972,1201,0.462,0.373,0.713
1247,2011,39,CHA,Jeremy Tyler,,3,104,1034,373,269,25,0.45,0,0.557
1248,2011,40,MIL,Jon Leuer,Wisconsin,8,377,5945,2395,1426,301,0.484,0.328,0.767
1249,2011,41,LAL,Darius Morris,Michigan,4,132,1464,430,126,189,0.384,0.322,0.63
1250,2011,42,IND,Dāvis Bertāns,,6,367,7105,3063,994,379,0.426,0.399,0.861
1251,2011,43,CHI,Malcolm Lee,UCLA,3,36,534,140,65,51,0.382,0.294,0.703
1252,2011,44,GSW,Charles Jenkins,Hofstra,2,110,1334,408,100,214,0.434,0.182,0.754
1253,2011,45,NOP,Josh Harrellson,Kentucky,3,75,888,265,227,26,0.438,0.347,0.629
1254,2011,46,LAL,Andrew Goudelock,College of Charleston,3,49,475,197,34,24,0.393,0.345,0.875
1255,2011,47,LAC,Travis Leslie,Georgia,1,10,45,14,9,5,0.357,,0.444
1256,2011,48,ATL,Keith Benson,Oakland,1,3,9,0,3,0,0,,
1257,2011,49,MEM,Josh Selby,Kansas,2,38,296,83,20,34,0.33,0.143,0.72
1258,2011,50,PHI,Lavoy Allen,Temple,6,388,6905,1847,1843,384,0.471,0.133,0.682
1259,2011,51,POR,Jon Diebler,Ohio State,,,,,,,,,
1260,2011,52,DET,Vernon Macklin,Florida,1,23,135,46,34,5,0.543,,0.571
1261,2011,53,ORL,DeAndre Liggins,Kentucky,5,177,1907,346,252,122,0.402,0.352,0.549
1262,2011,54,CLE,Milan Mačvan,,,,,,,,,,
1263,2011,55,BOS,E'Twaun Moore,Purdue,10,598,12564,4743,1208,1055,0.455,0.388,0.742
1264,2011,56,LAL,Chukwudiebere Maduabum,,,,,,,,,,
1265,2011,57,DAL,Tanguy Ngombo,,,,,,,,,,
1266,2011,58,LAL,Ater Majok,,,,,,,,,,
1267,2011,59,SAS,Ádám Hanga,,,,,,,,,,
1268,2011,60,SAC,Isaiah Thomas,Washington,11,533,15344,9574,1300,2614,0.434,0.362,0.872
1149,2010,1,WAS,John Wall,Kentucky,10,613,21833,11702,2612,5557,0.431,0.323,0.779
1150,2010,2,PHI,Evan Turner,Ohio State,10,705,18938,6824,3278,2462,0.434,0.294,0.782
1151,2010,3,BRK,Derrick Favors,Georgia Tech,12,789,19184,8348,5605,850,0.534,0.198,0.663
1152,2010,4,MIN,Wesley Johnson,Syracuse,9,609,13472,4235,1924,645,0.404,0.337,0.741
1153,2010,5,SAC,DeMarcus Cousins,Kentucky,11,631,19183,12575,6542,1935,0.459,0.33,0.737
1154,2010,6,GSW,Ekpe Udoh,Baylor,7,384,5694,1353,1100,260,0.453,0,0.718
1155,2010,7,DET,Greg Monroe,Georgetown,10,642,17626,8381,5281,1368,0.514,0.059,0.703
1156,2010,8,LAC,Al-Farouq Aminu,Wake Forest,11,711,17698,5350,4280,879,0.42,0.332,0.746
1157,2010,9,UTA,Gordon Hayward,Butler,12,733,22815,11449,3299,2572,0.453,0.371,0.826
1158,2010,10,IND,Paul George,Fresno State,12,732,24588,14916,4707,2607,0.436,0.381,0.849
1159,2010,11,NOP,Cole Aldrich,Kansas,8,339,3389,1050,1131,183,0.527,,0.738
1160,2010,12,MEM,Xavier Henry,Kansas,5,185,2905,1050,351,120,0.406,0.325,0.635
1161,2010,13,TOR,Ed Davis,UNC,12,710,13697,4284,4596,537,0.567,0,0.584
1162,2010,14,HOU,Patrick Patterson,Kentucky,11,719,14923,4782,2799,736,0.447,0.369,0.755
1163,2010,15,MIL,Larry Sanders,VCU,6,238,4635,1520,1345,174,0.48,0,0.553
1164,2010,16,MIN,Luke Babbitt,Nevada,8,381,5332,1818,846,224,0.408,0.402,0.747
1165,2010,17,CHI,Kevin Séraphin,,7,423,6430,2516,1462,246,0.489,0,0.715
1166,2010,18,OKC,Eric Bledsoe,Kentucky,12,756,21021,10348,2937,3545,0.452,0.336,0.784
1167,2010,19,BOS,Avery Bradley,Texas,12,647,17910,7210,1840,1099,0.434,0.364,0.782
1168,2010,20,SAS,James Anderson,Oklahoma State,5,247,4320,1422,560,291,0.411,0.321,0.755
1169,2010,21,OKC,Craig Brackins,Iowa State,2,17,121,30,19,9,0.265,0.214,0.5
1170,2010,22,POR,Elliot Williams,Memphis,4,109,1470,537,161,94,0.421,0.31,0.669
1171,2010,23,MIN,Trevor Booker,Clemson,8,532,10872,3679,2932,566,0.515,0.305,0.636
1172,2010,24,ATL,Damion James,Texas,4,39,623,150,131,26,0.415,0,0.667
1173,2010,25,MEM,Dominique Jones,South Florida,3,80,741,246,114,144,0.366,0.095,0.729
1174,2010,26,OKC,Quincy Pondexter,Washington,7,355,5530,1609,640,263,0.423,0.356,0.746
1175,2010,27,BRK,Jordan Crawford,Xavier,6,281,6843,3432,703,883,0.411,0.317,0.826
1176,2010,28,MEM,Greivis Vásquez,Maryland,7,401,9520,3591,1021,1935,0.418,0.349,0.817
1177,2010,29,ORL,Daniel Orton,Kentucky,3,51,542,143,126,24,0.485,0,0.597
1178,2010,30,WAS,Lazar Hayward,Marquette,3,72,591,207,90,35,0.347,0.269,0.767
1179,2010,31,BRK,Tibor Pleiß,,1,12,82,24,15,2,0.44,0,1
1180,2010,32,MIA,Dexter Pittman,Texas,4,50,347,116,89,9,0.45,,0.545
1181,2010,33,SAC,Hassan Whiteside,Marshall,10,492,12334,6315,5388,319,0.584,0.308,0.607
1182,2010,34,POR,Armon Johnson,Nevada,2,47,401,157,49,56,0.458,0.4,0.679
1183,2010,35,WAS,Nemanja Bjelica,,7,431,8843,3305,1966,767,0.464,0.382,0.753
1184,2010,36,DET,Terrico White,Ole Miss,,,,,,,,,
1185,2010,37,MIL,Darington Hobson,New Mexico,1,5,39,4,3,6,0.154,0,
1186,2010,38,NYK,Andy Rautins,Syracuse,1,5,24,8,1,3,0.429,0.25,0.5
1187,2010,39,NYK,Landry Fields,Stanford,5,255,6010,1731,1092,419,0.473,0.332,0.666
1188,2010,40,IND,Lance Stephenson,Cincinnati,10,538,12409,4605,2215,1566,0.444,0.311,0.692
1189,2010,41,MIA,Jarvis Varnado,Mississippi State,2,37,397,107,72,16,0.582,,0.518
1190,2010,42,MIA,Da'Sean Butler,West Virginia,,,,,,,,,
1191,2010,43,LAL,Devin Ebanks,West Virginia,3,63,711,224,122,24,0.385,0.222,0.722
1192,2010,44,MIL,Jerome Jordan,Tulsa,2,65,491,180,132,17,0.528,,0.852
1193,2010,45,MIN,Paulão Prestes,,,,,,,,,,
1194,2010,46,PHO,Gani Lawal,Georgia Tech,1,1,2,0,0,0,,,
1195,2010,47,MIL,Tiny Gallon,Oklahoma,,,,,,,,,
1196,2010,48,MIA,Latavious Williams,,,,,,,,,,
1197,2010,49,SAS,Ryan Richards,,,,,,,,,,
1198,2010,50,DAL,Solomon Alabi,Florida State,2,26,181,39,61,5,0.314,,0.7
1199,2010,51,OKC,Magnum Rolle,Louisiana Tech,,,,,,,,,
1200,2010,52,BOS,Luke Harangody,Notre Dame,2,70,871,253,196,36,0.376,0.241,0.737
1201,2010,53,ATL,Pape Sy,,1,3,21,7,3,2,0.333,0,1
1202,2010,54,LAC,Willie Warren,Oklahoma,1,19,134,37,12,27,0.371,0.333,0.75
1203,2010,55,UTA,Jeremy Evans,Western Kentucky,7,250,2626,879,641,107,0.569,0.231,0.687
1204,2010,56,MIN,Hamady N'Diaye,Rutgers University,3,33,157,20,25,3,0.467,,0.462
1205,2010,57,IND,Ryan Reid,Florida State,1,5,17,8,2,0,0.8,,
1206,2010,58,LAL,Derrick Caracter,Texas-El Paso,1,41,215,81,43,7,0.485,,0.739
1207,2010,59,ORL,Stanley Robinson,UConn,,,,,,,,,
1208,2010,60,PHO,Dwayne Collins,Miami (FL),,,,,,,,,
1089,2009,1,LAC,Blake Griffin,Oklahoma,12,716,23730,14306,5935,2985,0.493,0.326,0.696
1090,2009,2,MEM,Hasheem Thabeet,UConn,5,224,2357,483,595,27,0.567,,0.578
1091,2009,3,OKC,James Harden,Arizona State,13,921,31825,23035,5145,6177,0.443,0.362,0.859
1092,2009,4,SAC,Tyreke Evans,Memphis,10,594,18242,9347,2720,2852,0.44,0.323,0.757
1093,2009,5,MIN,Ricky Rubio,,11,665,20128,7399,2760,5045,0.389,0.326,0.843
1094,2009,6,MIN,Jonny Flynn,Syracuse,3,163,3738,1504,307,634,0.4,0.338,0.809
1095,2009,7,GSW,Stephen Curry,Davidson,13,816,28031,19827,3789,5326,0.473,0.428,0.908
1096,2009,8,NYK,Jordan Hill,Arizona,8,409,7692,3232,2389,322,0.497,0.136,0.699
1097,2009,9,TOR,DeMar DeRozan,USC,13,936,32006,19298,4122,3638,0.465,0.285,0.836
1098,2009,10,MIL,Brandon Jennings,,9,555,16844,7801,1659,3151,0.387,0.345,0.796
1099,2009,11,BRK,Terrence Williams,Louisville,4,153,2922,1085,545,364,0.412,0.317,0.659
1100,2009,12,CHA,Gerald Henderson,Duke,8,535,13854,5987,1716,1009,0.44,0.327,0.793
1101,2009,13,IND,Tyler Hansbrough,UNC,7,428,7233,2881,1808,181,0.439,0.136,0.738
1102,2009,14,PHO,Earl Clark,Louisville,6,261,3630,1138,778,134,0.403,0.328,0.664
1103,2009,15,DET,Austin Daye,Gonzaga,6,293,4132,1522,764,212,0.402,0.351,0.778
1104,2009,16,CHI,James Johnson,Wake Forest,13,728,14953,5677,2614,1538,0.475,0.302,0.68
1105,2009,17,PHI,Jrue Holiday,UCLA,13,819,27163,13212,3276,5225,0.46,0.361,0.777
1106,2009,18,MIN,Ty Lawson,UNC,8,551,16088,6977,1506,3316,0.46,0.359,0.77
1107,2009,19,ATL,Jeff Teague,Wake Forest,12,826,22164,10061,1989,4585,0.444,0.36,0.844
1108,2009,20,UTA,Eric Maynor,VCU,5,267,3896,1141,348,760,0.392,0.35,0.721
1109,2009,21,NOP,Darren Collison,UCLA,11,711,20833,8861,1889,3545,0.471,0.394,0.853
1110,2009,22,POR,Victor Claver,,3,80,1072,258,178,56,0.398,0.293,0.585
1111,2009,23,SAC,Omri Casspi,,10,588,11959,4642,2355,662,0.454,0.368,0.678
1112,2009,24,DAL,Byron Mullens,Ohio State,5,189,3446,1398,790,153,0.408,0.319,0.706
1113,2009,25,OKC,Rodrigue Beaubois,,4,182,2896,1286,338,374,0.439,0.325,0.81
1114,2009,26,CHI,Taj Gibson,USC,13,883,21742,8012,5423,873,0.518,0.239,0.711
1115,2009,27,MEM,DeMarre Carroll,Missouri,11,578,13675,5150,2454,726,0.43,0.358,0.741
1116,2009,28,MIN,Wayne Ellington,UNC,13,762,15951,6118,1626,846,0.41,0.382,0.843
1117,2009,29,LAL,Toney Douglas,Florida State,8,394,7511,3009,875,889,0.404,0.354,0.824
1118,2009,30,CLE,Christian Eyenga,,2,51,1049,320,137,40,0.411,0.277,0.611
1119,2009,31,SAC,Jeff Ayres,Arizona State,6,237,2322,690,632,99,0.553,0.4,0.776
1120,2009,32,WAS,Jermaine Taylor,Central Florida,2,65,786,351,108,48,0.441,0.284,0.73
1121,2009,33,POR,Dante Cunningham,Villanova,10,715,14875,4133,2676,506,0.469,0.345,0.649
1122,2009,34,DEN,Sergio Llull,,,,,,,,,,
1123,2009,35,DET,DaJuan Summers,Georgetown,4,83,820,278,82,29,0.384,0.367,0.642
1124,2009,36,MEM,Sam Young,Pitt,4,249,3966,1436,573,180,0.442,0.28,0.742
1125,2009,37,SAS,DeJuan Blair,Pitt,7,424,7054,2865,2153,349,0.524,0,0.608
1126,2009,38,POR,Jon Brockman,Washington,3,150,1570,320,472,49,0.488,0,0.618
1127,2009,39,DET,Jonas Jerebko,,9,635,11323,3919,2522,525,0.457,0.363,0.77
1128,2009,40,CHA,Derrick Brown,Xavier,3,171,2554,895,413,119,0.515,0.317,0.637
1129,2009,41,MIL,Jodie Meeks,Kentucky,10,539,12110,4988,1120,583,0.42,0.373,0.879
1130,2009,42,LAL,Patrick Beverley,Arkansas,10,508,13990,4489,2179,1766,0.414,0.378,0.757
1131,2009,43,MIA,Marcus Thornton,LSU,8,483,11299,5750,1348,677,0.425,0.358,0.83
1132,2009,44,DET,Chase Budinger,Arizona,7,407,7998,3198,1240,473,0.43,0.352,0.797
1133,2009,45,MIN,Nick Calathes,Florida,2,129,2011,590,243,353,0.441,0.288,0.581
1134,2009,46,CLE,Danny Green,UNC,13,797,20311,7034,2750,1247,0.422,0.4,0.806
1135,2009,47,MIN,Henk Norel,,,,,,,,,,
1136,2009,48,PHO,Taylor Griffin,Oklahoma,1,8,32,10,2,1,0.4,0,0.5
1137,2009,49,ATL,Sergiy Gladyr,,,,,,,,,,
1138,2009,50,UTA,Goran Suton,Michigan State,,,,,,,,,
1139,2009,51,SAS,Jack McClinton,Miami (FL),,,,,,,,,
1140,2009,52,IND,A.J. Price,UConn,6,261,3929,1523,377,567,0.38,0.316,0.742
1141,2009,53,SAS,Nando De Colo,,2,119,1414,453,211,203,0.429,0.363,0.835
1142,2009,54,CHA,Robert Vaden,UAB,,,,,,,,,
1143,2009,55,POR,Patty Mills,Saint Mary's,13,797,16471,7372,1361,1861,0.428,0.391,0.857
1144,2009,56,DAL,Ahman Nivins,Saint Joseph's,,,,,,,,,
1145,2009,57,PHO,Emir Preldžić,,,,,,,,,,
1146,2009,58,BOS,Lester Hudson,University of Tennessee at Martin,4,57,594,268,77,71,0.375,0.277,0.806
1147,2009,59,LAL,Chinemelu Elonu,Texas A&M,,,,,,,,,
1148,2009,60,MIA,Robert Dozier,Memphis,,,,,,,,,
1029,2008,1,CHI,Derrick Rose,Memphis,13,672,21317,12230,2239,3646,0.457,0.316,0.83
1030,2008,2,MIA,Michael Beasley,Kansas State,11,609,13903,7568,2861,788,0.465,0.349,0.759
1031,2008,3,MIN,O.J. Mayo,USC,8,547,16919,7574,1706,1607,0.429,0.373,0.82
1032,2008,4,OKC,Russell Westbrook,UCLA,14,1000,34718,22899,7405,8491,0.437,0.305,0.785
1033,2008,5,MEM,Kevin Love,UCLA,14,788,24542,14013,8497,1867,0.441,0.372,0.829
1034,2008,6,NYK,Danilo Gallinari,,13,709,21209,11053,3408,1377,0.427,0.383,0.877
1035,2008,7,LAC,Eric Gordon,Indiana,14,739,23982,12169,1793,2107,0.428,0.37,0.81
1036,2008,8,MIL,Joe Alexander,West Virginia,2,67,745,282,120,44,0.41,0.34,0.698
1037,2008,9,CHA,D.J. Augustin,Texas,14,955,22478,9147,1778,3728,0.411,0.38,0.867
1038,2008,10,BRK,Brook Lopez,Stanford,14,856,25922,14094,5359,1240,0.494,0.34,0.796
1039,2008,11,IND,Jerryd Bayless,Arizona,11,586,12486,4909,1235,1674,0.411,0.361,0.818
1040,2008,12,SAC,Jason Thompson,Rider University,8,588,14819,5210,3880,635,0.496,0.143,0.657
1041,2008,13,POR,Brandon Rush,Kansas,9,481,10564,3250,1413,468,0.426,0.402,0.706
1042,2008,14,GSW,Anthony Randolph,LSU,6,252,3841,1789,1078,187,0.453,0.241,0.74
1043,2008,15,PHO,Robin Lopez,Stanford,14,930,20427,8151,4575,786,0.537,0.296,0.743
1044,2008,16,PHI,Marreese Speights,Florida,10,705,10640,5592,2875,461,0.459,0.356,0.797
1045,2008,17,TOR,Roy Hibbert,Georgetown,9,662,16389,6611,4173,885,0.465,0.25,0.755
1046,2008,18,WAS,JaVale McGee,Nevada,14,799,13649,6373,4209,349,0.577,0.19,0.601
1047,2008,19,CLE,J.J. Hickson,NC State,8,534,11925,5081,3639,449,0.505,0,0.617
1048,2008,20,CHA,Alexis Ajinça,,7,293,3905,1553,1150,143,0.503,0.286,0.797
1049,2008,21,BRK,Ryan Anderson,California,12,649,16769,8001,3413,586,0.422,0.38,0.854
1050,2008,22,ORL,Courtney Lee,Western Kentucky,12,811,21938,7765,2127,1353,0.451,0.388,0.853
1051,2008,23,UTA,Kosta Koufos,Ohio State,11,686,11271,3913,3452,359,0.534,0,0.582
1052,2008,24,OKC,Serge Ibaka,,13,887,24681,10849,6387,735,0.513,0.359,0.758
1053,2008,25,HOU,Nicolas Batum,,14,896,27560,10011,4632,3176,0.438,0.363,0.838
1054,2008,26,SAS,George Hill,IUPUI,14,856,23458,9268,2623,2678,0.457,0.381,0.807
1055,2008,27,NOP,Darrell Arthur,Kansas,9,503,8945,3282,1768,409,0.444,0.352,0.765
1056,2008,28,MEM,Donté Greene,Syracuse,4,253,4259,1541,600,183,0.406,0.304,0.701
1057,2008,29,DET,D.J. White,Indiana,6,138,2111,810,437,80,0.507,0.333,0.72
1058,2008,30,BOS,J.R. Giddens,New Mexico,2,38,247,73,54,13,0.476,0,0.565
1059,2008,31,MIN,Nikola Peković,,6,271,6744,3405,1807,199,0.518,,0.76
1060,2008,32,OKC,Walter Sharpe,UAB,1,8,20,8,3,0,0.364,0,0
1061,2008,33,POR,Joey Dorsey,Memphis,4,130,1488,344,513,55,0.534,0,0.375
1062,2008,34,MIN,Mario Chalmers,Kansas,9,646,17245,5743,1585,2412,0.417,0.351,0.793
1063,2008,35,LAC,DeAndre Jordan,Texas A&M,14,963,25971,8857,10047,924,0.674,0.083,0.475
1064,2008,36,POR,Ömer Aşık,,8,471,9216,2479,3362,280,0.528,0,0.551
1065,2008,37,MIL,Luc Mbah a Moute,UCLA,12,689,16038,4380,2800,588,0.454,0.334,0.659
1066,2008,38,CHA,Kyle Weaver,Washington State,3,73,1379,363,158,119,0.441,0.353,0.736
1067,2008,39,CHI,Sonny Weems,Arkansas,4,183,3335,1189,402,257,0.465,0.283,0.702
1068,2008,40,BRK,Chris Douglas-Roberts,Memphis,6,222,4381,1571,472,254,0.439,0.329,0.831
1069,2008,41,IND,Nathan Jawai,,2,45,431,126,106,24,0.435,0,0.684
1070,2008,42,SAC,Sean Singletary,Virginia,1,37,303,90,35,29,0.365,0.4,0.857
1071,2008,43,SAC,Patrick Ewing,Georgetown,1,7,19,3,2,2,0,0,0.75
1072,2008,44,UTA,Ante Tomić,,,,,,,,,,
1073,2008,45,SAS,Goran Dragić,,14,872,24326,12086,2684,4177,0.462,0.364,0.767
1074,2008,46,OKC,Trent Plaisted,Brigham Young University Hawaii,,,,,,,,,
1075,2008,47,WAS,Henry Walker,Kansas State,5,181,3016,1079,401,153,0.446,0.369,0.76
1076,2008,48,PHO,Malik Hairston,Oregon,2,62,472,149,77,29,0.512,0.167,0.514
1077,2008,49,GSW,Richard Hendrix,Alabama,,,,,,,,,
1078,2008,50,OKC,DeVon Hardin,California,,,,,,,,,
1079,2008,51,DAL,Shan Foster,Vanderbilt,,,,,,,,,
1080,2008,52,MIA,Darnell Jackson,Kansas,3,138,1039,308,203,26,0.449,0.235,0.644
1081,2008,53,UTA,Tadija Dragićević,,,,,,,,,,
1082,2008,54,HOU,Maarty Leunen,Oregon,,,,,,,,,
1083,2008,55,POR,Mike Taylor,Iowa State,1,51,771,289,87,106,0.412,0.325,0.691
1084,2008,56,OKC,Sasha Kaun,Kansas,1,25,95,23,26,3,0.529,,0.455
1085,2008,57,SAS,James Gist,Maryland,,,,,,,,,
1086,2008,58,LAL,Joe Crawford,Kentucky,1,2,23,9,4,1,0.3,0.25,1
1087,2008,59,DET,Deron Washington,Virginia Tech,,,,,,,,,
1088,2008,60,BOS,Semih Erden,,2,69,928,262,190,29,0.546,,0.594
969,2007,1,POR,Greg Oden,Ohio State,3,105,2028,840,656,51,0.574,,0.658
970,2007,2,OKC,Kevin Durant,Texas,14,920,33775,24936,6506,3888,0.495,0.383,0.883
971,2007,3,ATL,Al Horford,Florida,15,932,30034,12802,7625,3085,0.514,0.357,0.758
972,2007,4,MEM,Mike Conley,Ohio State,15,938,30031,13954,2815,5298,0.439,0.381,0.821
973,2007,5,BOS,Jeff Green,Georgetown,14,1030,29939,13084,4441,1596,0.447,0.34,0.805
974,2007,6,MIL,Yi Jianlian,,5,272,6038,2148,1339,192,0.404,0.333,0.78
975,2007,7,MIN,Corey Brewer,Florida,13,819,18771,7097,2287,1250,0.425,0.284,0.713
976,2007,8,CHA,Brandan Wright,UNC,10,428,6949,2976,1560,199,0.607,0,0.674
977,2007,9,CHI,Joakim Noah,Florida,13,672,18646,5881,6058,1907,0.491,0,0.7
978,2007,10,SAC,Spencer Hawes,Washington,10,684,15541,5932,3893,1271,0.457,0.35,0.716
979,2007,11,ATL,Acie Law,Texas A&M,4,188,2385,725,195,309,0.413,0.235,0.778
